1	Tiempo: 0.000112
2501	Tiempo: 0.000129
5001	Tiempo: 0.000132
7501	Tiempo: 0.000169
10001	Tiempo: 0.000165
12501	Tiempo: 0.000208
15001	Tiempo: 0.000208
17501	Tiempo: 0.000177
20001	Tiempo: 0.000169
22501	Tiempo: 0.000191
25001	Tiempo: 0.000205
27501	Tiempo: 0.000248
30001	Tiempo: 0.000318
32501	Tiempo: 0.000151
35001	Tiempo: 0.000242
37501	Tiempo: 0.000166
40001	Tiempo: 0.000250
42501	Tiempo: 0.000264
45001	Tiempo: 0.000382
47501	Tiempo: 0.000273
50001	Tiempo: 0.000286
52501	Tiempo: 0.000289
55001	Tiempo: 0.000335
57501	Tiempo: 0.000395
60001	Tiempo: 0.000330
62501	Tiempo: 0.000290
65001	Tiempo: 0.002731
67501	Tiempo: 0.000561
70001	Tiempo: 0.000239
72501	Tiempo: 0.000390
75001	Tiempo: 0.000297
77501	Tiempo: 0.000551
80001	Tiempo: 0.000389
82501	Tiempo: 0.000534
85001	Tiempo: 0.000933
87501	Tiempo: 0.000461
90001	Tiempo: 0.000536
92501	Tiempo: 0.004407
95001	Tiempo: 0.000310
97501	Tiempo: 0.000282
100001	Tiempo: 0.000337
102501	Tiempo: 0.000453
105001	Tiempo: 0.000701
107501	Tiempo: 0.000701
110001	Tiempo: 0.000922
112501	Tiempo: 0.000694
115001	Tiempo: 0.000713
117501	Tiempo: 0.000732
120001	Tiempo: 0.000738
122501	Tiempo: 0.000759
125001	Tiempo: 0.000735
127501	Tiempo: 0.000990
130001	Tiempo: 0.000780
132501	Tiempo: 0.000540
135001	Tiempo: 0.000663
137501	Tiempo: 0.000560
140001	Tiempo: 0.000839
142501	Tiempo: 0.000579
145001	Tiempo: 0.000866
147501	Tiempo: 0.000893
150001	Tiempo: 0.000912
152501	Tiempo: 0.000893
155001	Tiempo: 0.000796
157501	Tiempo: 0.000430
160001	Tiempo: 0.000944
162501	Tiempo: 0.000957
165001	Tiempo: 0.001116
167501	Tiempo: 0.000974
170001	Tiempo: 0.001333
172501	Tiempo: 0.000448
175001	Tiempo: 0.001026
177501	Tiempo: 0.000720
180001	Tiempo: 0.000883
182501	Tiempo: 0.000739
185001	Tiempo: 0.001031
187501	Tiempo: 0.001061
190001	Tiempo: 0.000673
192501	Tiempo: 0.000924
195001	Tiempo: 0.000798
197501	Tiempo: 0.000937
200001	Tiempo: 0.001169
202501	Tiempo: 0.000793
205001	Tiempo: 0.000524
207501	Tiempo: 0.000748
210001	Tiempo: 0.001025
212501	Tiempo: 0.000881
215001	Tiempo: 0.001253
217501	Tiempo: 0.000540
220001	Tiempo: 0.001246
222501	Tiempo: 0.001054
225001	Tiempo: 0.001095
227501	Tiempo: 0.001173
230001	Tiempo: 0.000603
232501	Tiempo: 0.001073
235001	Tiempo: 0.000861
237501	Tiempo: 0.001190
240001	Tiempo: 0.001128
242501	Tiempo: 0.000697
245001	Tiempo: 0.000605
247501	Tiempo: 0.000607
250001	Tiempo: 0.001113
252501	Tiempo: 0.000637
255001	Tiempo: 0.000936
257501	Tiempo: 0.000633
260001	Tiempo: 0.000628
262501	Tiempo: 0.001217
265001	Tiempo: 0.001172
267501	Tiempo: 0.000935
270001	Tiempo: 0.000652
272501	Tiempo: 0.001302
275001	Tiempo: 0.000731
277501	Tiempo: 0.000674
280001	Tiempo: 0.000684
282501	Tiempo: 0.000683
285001	Tiempo: 0.001127
287501	Tiempo: 0.001139
290001	Tiempo: 0.000967
292501	Tiempo: 0.001090
295001	Tiempo: 0.000695
297501	Tiempo: 0.000715
300001	Tiempo: 0.001155
302501	Tiempo: 0.001400
305001	Tiempo: 0.000984
307501	Tiempo: 0.000842
310001	Tiempo: 0.001062
312501	Tiempo: 0.001458
315001	Tiempo: 0.000766
317501	Tiempo: 0.001338
320001	Tiempo: 0.000772
322501	Tiempo: 0.000820
325001	Tiempo: 0.000869
327501	Tiempo: 0.001496
330001	Tiempo: 0.000792
332501	Tiempo: 0.000794
335001	Tiempo: 0.001573
337501	Tiempo: 0.001500
340001	Tiempo: 0.000805
342501	Tiempo: 0.000900
345001	Tiempo: 0.000841
347501	Tiempo: 0.000877
350001	Tiempo: 0.001189
352501	Tiempo: 0.001625
355001	Tiempo: 0.001207
357501	Tiempo: 0.000832
360001	Tiempo: 0.001654
362501	Tiempo: 0.001216
365001	Tiempo: 0.000871
367501	Tiempo: 0.001597
370001	Tiempo: 0.000867
372501	Tiempo: 0.001680
375001	Tiempo: 0.001240
377501	Tiempo: 0.001257
380001	Tiempo: 0.001660
382501	Tiempo: 0.000899
385001	Tiempo: 0.000897
387501	Tiempo: 0.001769
390001	Tiempo: 0.000904
392501	Tiempo: 0.001324
395001	Tiempo: 0.001710
397501	Tiempo: 0.001846
400001	Tiempo: 0.000933
402501	Tiempo: 0.001324
405001	Tiempo: 0.001311
407501	Tiempo: 0.000955
410001	Tiempo: 0.000967
412501	Tiempo: 0.000957
415001	Tiempo: 0.001386
417501	Tiempo: 0.001026
420001	Tiempo: 0.001153
422501	Tiempo: 0.001198
425001	Tiempo: 0.001386
427501	Tiempo: 0.002126
430001	Tiempo: 0.002080
432501	Tiempo: 0.001433
435001	Tiempo: 0.002410
437501	Tiempo: 0.000999
440001	Tiempo: 0.001030
442501	Tiempo: 0.001044
445001	Tiempo: 0.002013
447501	Tiempo: 0.001087
450001	Tiempo: 0.001836
452501	Tiempo: 0.002172
455001	Tiempo: 0.001828
457501	Tiempo: 0.002048
460001	Tiempo: 0.001059
462501	Tiempo: 0.001054
465001	Tiempo: 0.001529
467501	Tiempo: 0.001177
470001	Tiempo: 0.002086
472501	Tiempo: 0.002179
475001	Tiempo: 0.001076
477501	Tiempo: 0.001673
480001	Tiempo: 0.002063
482501	Tiempo: 0.001082
485001	Tiempo: 0.001100
487501	Tiempo: 0.001106
490001	Tiempo: 0.001614
492501	Tiempo: 0.001143
495001	Tiempo: 0.001128
497501	Tiempo: 0.001140
500001	Tiempo: 0.001141
502501	Tiempo: 0.001150
505001	Tiempo: 0.001141
507501	Tiempo: 0.001165
510001	Tiempo: 0.001146
512501	Tiempo: 0.001177
515001	Tiempo: 0.001162
517501	Tiempo: 0.001155
520001	Tiempo: 0.001193
522501	Tiempo: 0.001181
525001	Tiempo: 0.001179
527501	Tiempo: 0.001190
530001	Tiempo: 0.001333
532501	Tiempo: 0.001210
535001	Tiempo: 0.001215
537501	Tiempo: 0.001211
540001	Tiempo: 0.001222
542501	Tiempo: 0.001309
545001	Tiempo: 0.001225
547501	Tiempo: 0.001233
550001	Tiempo: 0.001252
552501	Tiempo: 0.001262
555001	Tiempo: 0.001248
557501	Tiempo: 0.001278
560001	Tiempo: 0.002530
562501	Tiempo: 0.001282
565001	Tiempo: 0.002396
567501	Tiempo: 0.001314
570001	Tiempo: 0.001872
572501	Tiempo: 0.001284
575001	Tiempo: 0.001871
577501	Tiempo: 0.002596
580001	Tiempo: 0.001304
582501	Tiempo: 0.001294
585001	Tiempo: 0.001317
587501	Tiempo: 0.001323
590001	Tiempo: 0.002045
592501	Tiempo: 0.001339
595001	Tiempo: 0.001319
597501	Tiempo: 0.001341
600001	Tiempo: 0.001383
602501	Tiempo: 0.001367
605001	Tiempo: 0.001383
607501	Tiempo: 0.001433
610001	Tiempo: 0.002723
612501	Tiempo: 0.001382
615001	Tiempo: 0.001377
617501	Tiempo: 0.001378
620001	Tiempo: 0.001385
622501	Tiempo: 0.001389
625001	Tiempo: 0.001447
627501	Tiempo: 0.001419
630001	Tiempo: 0.001479
632501	Tiempo: 0.001407
635001	Tiempo: 0.001440
637501	Tiempo: 0.002559
640001	Tiempo: 0.001439
642501	Tiempo: 0.001448
645001	Tiempo: 0.001458
647501	Tiempo: 0.001469
650001	Tiempo: 0.002907
652501	Tiempo: 0.002921
655001	Tiempo: 0.001474
657501	Tiempo: 0.001449
660001	Tiempo: 0.001470
662501	Tiempo: 0.001472
665001	Tiempo: 0.002998
667501	Tiempo: 0.001501
670001	Tiempo: 0.001484
672501	Tiempo: 0.001516
675001	Tiempo: 0.001498
677501	Tiempo: 0.001537
680001	Tiempo: 0.001517
682501	Tiempo: 0.001517
685001	Tiempo: 0.001541
687501	Tiempo: 0.001524
690001	Tiempo: 0.001611
692501	Tiempo: 0.001806
695001	Tiempo: 0.001551
697501	Tiempo: 0.001559
