"V1" "V2" "V3"
"1" 9.02685449592833 158.793156599783 1
"2" 8.77999083472241 155.110995997418 2
"3" 10.5221390500022 156.200452976859 2
"4" 6.41924591976643 153.695371443515 2
"5" 10.3529195836474 169.306662520343 2
"6" 8.01008763445556 158.888006577391 2
"7" 9.95407587172889 158.196210374209 3
"8" 6.37512870043758 153.591140647664 3
"9" 9.06821803242476 155.599444009907 3
"10" 7.27217217149974 158.411275802112 3
"11" 8.29614493793559 157.016504439804 3
"12" 13.055890586848 156.251881295851 3
"13" 7.40956007114079 158.485916018643 3
"14" 6.58157758681067 154.480016334547 3
"15" 3.67281950556669 155.414518468574 3
"16" 9.71855516404866 164.164397505718 3
"17" 8.86426169026899 154.560968818156 3
"18" 8.82429599619568 155.0148095184 3
"19" 20.8175639875137 150.731949263847 3
"20" 118.178494023156 149.173753255051 3
"21" 9.97220729140544 153.233085993984 4
"22" 8.65839610967697 153.395930589588 4
"23" 7.94117275529645 159.020153873671 4
"24" 6.56384554039432 152.72073340422 4
"25" 10.786877421534 155.444035117021 4
"26" 7.19920451713699 158.619505116936 4
"27" 6.21357182526413 152.321748256662 4
"28" 6.37619104396894 158.707013646335 4
"29" 1.16180122083231 155.641758271451 4
"30" 8.38455785344503 155.965747801814 4
"31" 9.27662874322047 153.284787291198 4
"32" 8.83239136989586 156.765525461101 4
"33" 7.58810827476344 156.700738578258 4
"34" 7.96523144648443 159.080112010464 4
"35" 7.85469411147452 153.601701528023 4
"36" 8.93175256573195 156.381769321764 4
"37" 7.20064303970016 158.467547938776 4
"38" 9.87305894353885 160.34891944032 4
"39" 4.62862336154424 150.304919654913 4
"40" 8.17999778863874 157.660917795119 5
"41" 8.86031497603017 162.294485969211 5
"42" 6.15338908679449 158.972833304712 5
"43" 6.80237514341226 157.04465318609 5
"44" 9.71434441244944 165.293934603845 5
"45" 5.29920429765251 156.791805995728 5
"46" 13.0548996652084 153.738233501796 5
"47" 6.33603977453377 161.031383689411 5
"48" 6.54755382694268 154.137746081195 5
"49" 7.63470329230668 154.521160250991 5
"50" 9.17397575336633 163.774794513206 5
"51" 10.5816246485818 160.683024183828 5
"52" 9.2404757003439 156.709989155918 5
"53" 8.11912367651592 161.366716502689 5
"54" 9.88725556884664 163.3651779475 5
"55" 7.35893452994009 151.157299086796 5
"56" 14.0604372390046 157.674933163747 5
"57" 6.78185337403807 151.522390722946 5
"58" 6.84228742724733 152.052974902487 5
"59" 10.5283264361926 156.546733935339 5
"60" 8.80650082484788 156.359984856107 5
"61" 11.5414161809935 157.801830678698 5
"62" 7.02147440334122 160.363441971412 5
"63" 10.2230682027002 153.213922744398 5
"64" 11.616528448383 158.188594175279 5
"65" 6.74825297750891 153.985290708309 5
"66" 8.4076116208591 156.375324321431 5
"67" 13.9015273895768 157.699285912399 5
"68" 9.52051690828375 160.446535468756 5
"69" 10.3048570580209 156.453776454611 5
"70" 12.4414447706979 157.151961341819 5
"71" 122.137948860141 117.766335175978 5
"72" 116.130682486555 120.923613116787 5
"73" 115.532516316077 123.484402678341 5
"74" 11.941460103692 159.354957794932 6
"75" 9.31105319599726 160.786770606992 6
"76" 12.2649148235195 157.524088648178 6
"77" 9.14664394851723 160.726999742084 6
"78" 11.5276131063703 168.88267854489 6
"79" 7.39541262659429 157.778159691483 6
"80" 6.25429618770701 165.481590613845 6
"81" 7.5286438928924 160.100867726578 6
"82" 6.96221182007731 156.262690529266 6
"83" 6.97706626265363 152.998535783444 6
"84" 9.41731119422979 157.941795147361 6
"85" 8.8668769993862 152.940953307864 6
"86" 9.2021840526557 151.076645959762 6
"87" 8.1818844056907 166.446759999456 6
"88" 6.90268595805703 160.053434321388 6
"89" 5.32573156426132 158.424493610796 6
"90" 7.86924827615111 162.042268928999 6
"91" 5.38976360250069 152.938700613066 6
"92" 9.21356031074811 153.070089658874 6
"93" 12.1316658291509 157.088234250624 6
"94" 6.77652906827773 158.565290800157 6
"95" 7.93013575282405 157.370288239658 6
"96" 11.6557895154687 153.416204619368 6
"97" 13.6325861140038 154.709699758147 6
"98" 9.54486454562499 162.448988862142 6
"99" 3.87433089359613 150.257096825677 6
"100" 9.00913479037557 151.179474645644 6
"101" 11.7253494734062 157.550386467925 6
"102" 7.79404730111638 151.503027492623 6
"103" 115.407306062096 122.753697267625 6
"104" 124.062119149274 123.768053375081 6
"105" 121.588595333832 127.82998531542 6
"106" 120.131212053327 124.644531563427 6
"107" 117.362420852755 120.44965772745 6
"108" 119.821472931241 128.321464544278 6
"109" 123.534901957117 119.592787706993 6
"110" 115.421190790565 123.467978294014 6
"111" 124.421182178962 121.130070753795 6
"112" 123.584097915953 121.208026214978 6
"113" 118.035150859891 122.649674723339 6
