1	Tiempo: 0.000000
2501	Tiempo: 0.000035
5001	Tiempo: 0.000028
7501	Tiempo: 0.000040
10001	Tiempo: 0.000057
12501	Tiempo: 0.000064
15001	Tiempo: 0.000077
17501	Tiempo: 0.000090
20001	Tiempo: 0.000104
22501	Tiempo: 0.000115
25001	Tiempo: 0.000129
27501	Tiempo: 0.000142
30001	Tiempo: 0.000154
32501	Tiempo: 0.000173
35001	Tiempo: 0.000179
37501	Tiempo: 0.000198
40001	Tiempo: 0.000206
42501	Tiempo: 0.000278
45001	Tiempo: 0.000293
47501	Tiempo: 0.000246
50001	Tiempo: 0.000257
52501	Tiempo: 0.000270
55001	Tiempo: 0.000284
57501	Tiempo: 0.000297
60001	Tiempo: 0.000362
62501	Tiempo: 0.000324
65001	Tiempo: 0.000339
67501	Tiempo: 0.000367
70001	Tiempo: 0.000381
72501	Tiempo: 0.000421
75001	Tiempo: 0.000387
77501	Tiempo: 0.000400
80001	Tiempo: 0.000416
82501	Tiempo: 0.000431
85001	Tiempo: 0.000482
87501	Tiempo: 0.000486
90001	Tiempo: 0.000532
92501	Tiempo: 0.000484
95001	Tiempo: 0.000525
97501	Tiempo: 0.000522
100001	Tiempo: 0.000529
