1	Tiempo: 0.002270
2501	Tiempo: 0.004957
5001	Tiempo: 0.004175
7501	Tiempo: 0.004193
10001	Tiempo: 0.004624
12501	Tiempo: 0.004218
15001	Tiempo: 0.006653
17501	Tiempo: 0.004724
20001	Tiempo: 0.002602
22501	Tiempo: 0.003962
25001	Tiempo: 0.004239
27501	Tiempo: 0.005969
30001	Tiempo: 0.005015
32501	Tiempo: 0.004374
35001	Tiempo: 0.006449
37501	Tiempo: 0.002079
40001	Tiempo: 0.002186
42501	Tiempo: 0.004011
45001	Tiempo: 0.004501
47501	Tiempo: 0.007278
50001	Tiempo: 0.003866
52501	Tiempo: 0.002318
55001	Tiempo: 0.004130
57501	Tiempo: 0.006240
60001	Tiempo: 0.006544
62501	Tiempo: 0.002524
65001	Tiempo: 0.003343
67501	Tiempo: 0.002425
70001	Tiempo: 0.007231
72501	Tiempo: 0.001209
75001	Tiempo: 0.005861
77501	Tiempo: 0.002870
80001	Tiempo: 0.004404
82501	Tiempo: 0.004773
85001	Tiempo: 0.001957
87501	Tiempo: 0.005866
90001	Tiempo: 0.003295
92501	Tiempo: 0.004134
95001	Tiempo: 0.004508
97501	Tiempo: 0.005262
100001	Tiempo: 0.000367
