[1] "distancias entre individuos calculadas"
[1] "epoca 1 de 50"
[1] "epoca 2 de 50"
[1] "epoca 3 de 50"
[1] "epoca 4 de 50"
[1] "epoca 5 de 50"
[1] "epoca 6 de 50"
[1] "epoca 7 de 50"
[1] "epoca 8 de 50"
[1] "epoca 9 de 50"
[1] "epoca 10 de 50"
[1] "epoca 11 de 50"
[1] "epoca 12 de 50"
[1] "epoca 13 de 50"
[1] "epoca 14 de 50"
[1] "epoca 15 de 50"
[1] "epoca 16 de 50"
[1] "epoca 17 de 50"
[1] "epoca 18 de 50"
[1] "epoca 19 de 50"
[1] "epoca 20 de 50"
[1] "epoca 21 de 50"
[1] "epoca 22 de 50"
[1] "epoca 23 de 50"
[1] "epoca 24 de 50"
[1] "epoca 25 de 50"
[1] "epoca 26 de 50"
[1] "epoca 27 de 50"
[1] "epoca 28 de 50"
[1] "epoca 29 de 50"
[1] "epoca 30 de 50"
[1] "epoca 31 de 50"
[1] "epoca 32 de 50"
[1] "epoca 33 de 50"
[1] "epoca 34 de 50"
[1] "epoca 35 de 50"
[1] "epoca 36 de 50"
[1] "epoca 37 de 50"
[1] "epoca 38 de 50"
[1] "epoca 39 de 50"
[1] "epoca 40 de 50"
[1] "epoca 41 de 50"
[1] "epoca 42 de 50"
[1] "epoca 43 de 50"
[1] "epoca 44 de 50"
[1] "epoca 45 de 50"
[1] "epoca 46 de 50"
[1] "epoca 47 de 50"
[1] "epoca 48 de 50"
[1] "epoca 49 de 50"
[1] "epoca 50 de 50"
[1] "evolTmp"
                  [,1]      [,2] [,3]  [,4] [,5]
   [97,]  26.458447099 306.76583    2    97    4
   [98,]  23.042835604 306.66266    2    98    6
   [99,]  29.362176645 307.25736    2    99    5
  [100,]  26.903510996 306.89599    2   100    5
  [101,]  34.523512254 306.80056    2   101    8
  [102,]  27.775152456 307.14971    2   102    4
  [103,]  27.911467198 306.75962    2   103    4
  [104,]  26.818194937 307.21831    2   104    4
  [105,]  29.068867166 307.01479    2   105    4
  [106,]  26.981426910 306.97105    2   106    5
  [107,]  26.046540748 307.12096    2   107    4
  [108,]  25.874356880 307.05242    2   108    5
  [109,]  26.981895513 306.97173    2   109    5
  [110,]  26.708048411 306.82651    2   110    5
  [111,]  27.190188394 307.04867    2   111    5
  [112,]  26.426074138 306.79461    2   112    4
  [113,]  25.708718986 307.28273    2   113    6
  [114,]  25.393442223 307.08353    2   114    7
  [115,]  26.787423064 307.03828    2   115    4
  [116,]  27.518956792 307.07225    2   116    5
  [117,]  35.258753718 306.94869    2   117    6
  [118,]  28.210817017 306.62034    2   118    5
  [119,]  33.549764807 306.83820    2   119    3
  [120,]  30.324111463 307.08347    2   120    5
  [121,]  29.315079543 306.92299    2   121    4
  [122,]  31.097541507 306.93607    2   122    4
  [123,]  29.322701409 306.82811    2   123    4
  [124,]  28.011294782 306.92155    2   124    5
  [125,]  32.168560111 307.09334    2   125    5
  [126,]  30.021969358 306.93846    2   126    5
  [127,]  32.599089018 306.93861    2   127    4
  [128,]  30.006491599 306.81412    2   128    5
  [129,]  27.322841118 306.98248    2   129    4
  [130,]  26.679708905 306.55265    2   130    6
  [131,]  27.878275712 306.81283    2   131    4
  [132,]  26.510161940 306.86940    2   132    3
  [133,]  30.463493537 306.83190    2   133    4
  [134,]  29.331435302 307.02411    2   134    4
  [135,]  32.836599792 306.57722    2   135    5
  [136,]  29.374467106 307.21088    2   136    5
  [137,]  26.107662257 307.01901    2   137    5
  [138,]  30.278223418 306.84401    2   138    5
  [139,]  29.561089466 306.60063    2   139    4
  [140,]  30.089055419 307.00658    2   140    4
  [141,]  28.087924457 306.71533    2   141    4
  [142,]  31.451899616 306.98014    2   142    5
  [143,]  28.595728577 307.21506    2   143    5
  [144,]  30.410031928 306.96030    2   144    4
  [145,]  30.445011702 306.67330    2   145    6
  [146,]  26.477501944 306.79126    2   146    4
  [147,]  28.608963293 307.27178    2   147    5
  [148,]  30.525688223 307.25315    2   148    6
  [149,]  30.726821382 306.78768    2   149    4
  [150,]  36.458063112 306.76030    0   150    0
  [151,]  34.582576772 306.90104    2   151    7
  [152,]  29.585766145 306.91404    2   152    5
  [153,]  26.723251229 306.79655    2   153    4
  [154,]  29.560772584 306.68753    2   154    4
  [155,]  25.887909007 306.70604    2   155    5
  [156,]  30.989778053 306.97136    2   156    4
  [157,]  28.705020301 306.97615    2   157    4
  [158,]  28.043998689 306.71077    2   158    4
  [159,]  31.480466566 306.84878    2   159    5
  [160,]  32.855651245 306.94009    2   160    4
  [161,]  27.426039680 306.51357    2   161    5
  [162,]  22.713431926 306.63945    2   162    5
  [163,]  31.919367641 306.85566    2   163    5
  [164,]  29.141878013 306.81073    2   164    3
  [165,]  30.160659771 307.30520    2   165    6
  [166,]  24.935864034 306.83086    2   166    5
  [167,]  20.139036025 306.76602    2   167    9
  [168,]  28.864115421 306.50472    2   168    4
  [169,]  27.753877711 306.65816    2   169    4
  [170,]  25.100204601 306.67850    2   170    7
  [171,]  28.129385223 307.23666    2   171    5
  [172,]  29.502015981 307.14052    2   172    5
  [173,]  29.404836151 307.25694    2   173    4
  [174,]  31.110329407 307.09824    2   174    3
  [175,]  28.400544228 306.79603    2   175    5
  [176,]  28.548522607 306.89104    2   176    5
  [177,]  26.620056361 306.84343    2   177    4
  [178,]  33.147196142 306.73948    2   178    5
  [179,]  26.939436636 306.53219    2   179    7
  [180,]  27.447457695 307.07128    2   180    5
  [181,]  25.801284731 307.13797    2   181    6
  [182,]  29.030260004 306.91013    2   182    4
  [183,]  29.451680816 306.91907    2   183    4
  [184,]  28.504513283 306.88114    2   184    5
  [185,]  32.848292166 306.68587    2   185    5
  [186,]  24.163373359 307.11342    2   186    6
  [187,]  25.754407571 306.94255    2   187    5
  [188,]  26.626337850 307.51611    2   188    7
  [189,]  31.520036900 306.75186    2   189    5
  [190,]  28.224107388 306.73376    2   190    5
  [191,]  26.659839603 306.90827    2   191    4
  [192,]  29.290104454 306.79643    2   192    4
  [193,]  29.579947688 306.83494    2   193    5
  [194,]  29.187723856 307.09205    2   194    4
  [195,]  32.576577706 307.07223    2   195    5
  [196,]  23.408071002 306.72705    2   196    6
  [197,]  30.510468514 306.97798    2   197    5
  [198,]  26.685789472 306.91149    2   198    5
  [199,]  28.356930893 306.65756    2   199    5
  [200,]  33.868015901 306.65545    2   200    4
  [201,]  32.846286697 307.15195    2   201    5
  [202,]  29.410432176 306.79973    2   202    5
  [203,]  29.788683996 306.98588    2   203    5
  [204,]  27.884482436 306.90492    2   204    4
  [205,]  30.361452723 307.05513    2   205    4
  [206,]  30.147254052 306.18122    0   206    0
  [207,]  30.981007840 306.84267    2   207    5
  [208,]  28.648385078 306.71406    2   208    4
  [209,]  27.433557916 306.99910    2   209    5
  [210,]  22.277282872 306.83963    2   210    6
  [211,]  26.889714083 306.87386    2   211    5
  [212,]  27.339965702 306.95735    2   212    5
  [213,]  26.713013633 307.24742    2   213    4
  [214,]  27.744919451 306.69051    2   214    5
  [215,]  26.271339569 307.13643    2   215    5
  [216,]  27.988101424 306.84826    2   216    4
  [217,]  28.207268939 307.24266    2   217    4
  [218,]  29.070418459 306.66174    2   218    4
  [219,]  27.257996979 307.30831    0   219    0
  [220,]  26.960880374 307.21563    2   220    5
  [221,]  29.474673634 307.13718    2   221    4
  [222,]  21.767395714 306.62379    2   222    9
  [223,]  27.822396014 306.91053    2   223    3
  [224,]  31.287615116 306.64443    2   224    4
  [225,]  28.846198715 307.02385    2   225    5
  [226,]  25.352386637 306.60817    2   226    6
  [227,]  23.976106828 306.70354    2   227    6
  [228,]  24.574469094 306.85654    2   228    6
  [229,]  28.806493563 306.87843    2   229    5
  [230,]  28.341448780 306.85070    2   230    5
  [231,]  27.360159834 307.06690    2   231    5
  [232,]  31.929079095 306.56867    2   232    4
  [233,]  25.990041746 306.99720    2   233    4
  [234,]  28.387429777 306.63312    2   234    4
  [235,]  25.112906073 306.85476    2   235    5
  [236,]  32.890602896 306.79692    2   236    4
  [237,]  29.217156027 306.69154    2   237    6
  [238,]  32.567319075 306.97121    2   238    5
  [239,]  27.299794598 306.92510    2   239    4
  [240,]  27.075242594 307.03913    2   240    6
  [241,]  29.686561946 306.39351    2   241    6
  [242,]  27.439478929 306.50408    2   242    6
  [243,]  23.688462102 307.13431    2   243    6
  [244,]  24.992338877 307.11960    2   244    4
  [245,]  29.045083633 306.74157    2   245    4
  [246,]  30.316478458 306.88561    2   246    5
  [247,]  27.690509318 307.10642    2   247    5
  [248,]  31.145854092 306.90758    2   248    3
  [249,]  23.773989622 307.07734    2   249    6
  [250,]  32.812504592 306.97462    2   250    5
  [251,]  31.484446921 306.65809    2   251    5
  [252,]  27.040052760 306.84241    2   252    5
  [253,]  25.933354220 306.78345    2   253    4
  [254,]  29.595466894 306.98936    2   254    5
  [255,]  32.076605978 306.72546    2   255    4
  [256,]  31.912724581 306.39355    2   256    4
  [257,]  23.801722251 306.90247    2   257    5
  [258,]  24.644426204 307.06094    2   258    3
  [259,]  28.086214033 306.94647    2   259    5
  [260,]  27.535883295 307.07025    2   260    4
  [261,]  27.013750766 307.08554    2   261    5
  [262,]  26.029843231 306.77878    2   262    5
  [263,]  30.263277434 307.03748    2   263    4
  [264,]  29.128978280 306.87766    2   264    4
  [265,]  28.856503263 306.96820    2   265    4
  [266,]  24.885722192 306.96159    2   266    5
  [267,]  27.197833143 306.52962    2   267    5
  [268,]  25.941870488 306.92483    2   268    5
  [269,]  26.296562995 306.79594    2   269    4
  [270,]  31.214040287 306.88773    2   270    4
  [271,]  29.064103453 306.76834    2   271    4
  [272,]  30.784236013 307.02290    2   272    4
  [273,]  24.992815841 306.63335    2   273    6
  [274,]  27.545433799 306.66633    2   274    5
  [275,]  27.087902144 306.91854    2   275    5
  [276,]  29.192684701 307.20378    2   276    4
  [277,]  32.195737771 306.80351    2   277    4
  [278,]  30.159601062 306.83969    2   278    5
  [279,]  27.046144726 306.90202    2   279    5
  [280,]  34.593408889 307.03757    2   280    8
  [281,]  28.626717541 307.15847    2   281    5
  [282,]  28.869817686 306.79862    2   282    5
  [283,]  30.720016331 307.03886    2   283    3
  [284,]  30.389357071 306.86007    2   284    4
  [285,]  25.509432201 306.83666    2   285    5
  [286,]  28.886615043 306.86906    2   286    4
  [287,]  26.104722107 306.59903    2   287    5
  [288,]  24.303606033 306.86426    2   288    6
  [289,]  22.659765722 307.17168    2   289    6
  [290,]  27.146292948 306.97711    2   290    6
  [291,]  28.834337451 306.85832    2   291    5
  [292,]  30.296308083 306.80380    2   292    5
  [293,]  23.845565389 306.85552    2   293    4
  [294,]  30.131958854 306.79171    2   294    5
  [295,]  26.919363521 307.03271    2   295    5
  [296,]  25.636179695 306.93638    2   296    6
  [297,]  31.808530294 306.71219    2   297    5
  [298,]  26.831887668 306.79398    2   298    4
  [299,]  29.514444731 306.85242    2   299    5
  [300,]  27.710725058 307.01196    2   300    4
  [301,]  27.473205138 306.69541    2   301    5
  [302,]  28.633506150 306.96856    2   302    4
  [303,]  24.055235699 306.86004    2   303    6
  [304,]  23.162479081 306.82635    2   304    6
  [305,]  33.132756463 306.78206    2   305    4
  [306,]  24.743529277 306.53199    2   306    5
  [307,]  33.018057941 306.81929    2   307    3
  [308,]  31.950587755 306.52015    2   308    5
  [309,]  26.017366040 306.66591    2   309    6
  [310,]  29.489521920 307.14268    2   310    5
  [311,]  32.221553252 306.77080    2   311    3
  [312,]  26.076421797 307.20188    2   312    5
  [313,]  28.608887296 307.23022    2   313    5
  [314,]  27.016512060 306.82692    2   314    5
  [315,]  23.726834568 306.74292    2   315    6
  [316,]  27.928997301 307.00057    2   316    4
  [317,]  26.142644193 307.04344    2   317    5
  [318,]  30.099938672 306.94193    2   318    4
  [319,]  28.713621164 306.79966    2   319    5
  [320,]  25.111977313 306.94377    2   320    5
  [321,]  28.192476803 306.91470    2   321    5
  [322,]  33.379998456 306.74223    2   322    5
  [323,]  22.996732863 306.76919    2   323    5
  [324,]  26.610738698 307.06634    2   324    5
  [325,]  20.854886923 306.98338    2   325    9
  [326,]  25.744609926 306.63172    2   326    5
  [327,]  27.783197020 306.91141    2   327    4
  [328,]  23.060863420 306.70511    2   328    6
  [329,]  29.086099839 306.94114    2   329    4
  [330,]  26.871070263 306.84937    2   330    5
  [331,]  30.602043927 307.07097    2   331    4
  [332,]  30.591524661 306.94882    2   332    4
  [333,]  31.358583835 306.72691    2   333    4
  [334,]  25.794218338 306.75854    2   334    5
  [335,]  27.646091246 306.75122    2   335    5
  [336,]  26.898205883 306.78062    2   336    5
  [337,]  28.083606063 306.54143    2   337    5
  [338,]  27.902265733 306.71656    2   338    4
  [339,]  25.903102510 306.85541    2   339    5
  [340,]  33.754106369 306.65448    2   340    3
  [341,]  26.421008019 306.50865    2   341    4
  [342,]  27.288342599 306.86773    2   342    5
  [343,]  28.412478235 307.13099    2   343    4
  [344,]  31.113986878 306.82109    2   344    4
  [345,]  28.004038608 306.99048    2   345    5
  [346,]  23.508141520 306.90618    2   346    5
  [347,]  33.136009958 306.34813    2   347    4
  [348,]  22.418516370 307.17416    2   348    5
  [349,]  33.864065982 306.79859    2   349    3
  [350,]  30.309414037 306.64148    2   350    4
  [351,]  29.354824412 307.02420    2   351    4
  [352,]  28.810529562 307.16894    2   352    5
  [353,]  29.465160924 307.01420    2   353    4
  [354,]  28.900090459 306.96766    2   354    4
  [355,]  21.297992631 306.94197    2   355   10
  [356,]  29.639270361 306.96903    2   356    4
  [357,]  29.414436049 307.04909    2   357    4
  [358,]  31.946610061 306.73228    2   358    4
  [359,]  22.543980675 306.59848    2   359    4
  [360,]  21.930509621 306.69771    2   360    8
  [361,]  27.285814804 306.92376    2   361    5
  [362,]  27.698118421 306.84431    2   362    4
  [363,]  28.823325371 306.80005    2   363    4
  [364,]  27.276724663 306.88219    2   364    5
  [365,]  29.200744080 307.02223    2   365    4
  [366,]  25.585144566 307.11721    2   366    5
  [367,]  26.656824861 306.92732    2   367    5
  [368,]  28.652078036 306.66048    2   368    4
  [369,]  28.830026082 306.93694    2   369    5
  [370,]  32.672828184 306.82196    2   370    4
  [371,]  25.411332702 306.91335    2   371    6
  [372,]  31.181728128 307.29493    2   372    5
  [373,]  27.026761383 306.49067    2   373    7
  [374,]  27.831331749 306.58291    2   374    5
  [375,]  24.047348265 306.78285    2   375    5
  [376,]  29.481138980 306.65324    2   376    5
  [377,]  25.611787947 307.01411    2   377    5
  [378,]  30.794207436 307.07089    2   378    4
  [379,]  28.995756858 306.72871    2   379    4
  [380,]  26.320801244 306.80853    2   380    4
  [381,]  27.195350538 306.71741    2   381    6
  [382,]  30.151595632 306.93203    2   382    5
  [383,]  30.162995811 307.28681    2   383    5
  [384,]  27.005140669 306.74932    2   384    6
  [385,]  28.207660102 307.10908    2   385    5
  [386,]  26.518873124 306.90299    2   386    4
  [387,]  24.308503357 307.06230    2   387    5
  [388,]  25.553079634 307.16533    2   388    6
  [389,]  28.665252650 306.42525    2   389    5
  [390,]  30.432501602 307.08297    2   390    5
  [391,]  28.318721148 306.87334    2   391    5
  [392,]  27.797920512 306.90955    2   392    4
  [393,]  30.621529168 306.88094    2   393    4
  [394,]  28.080805641 307.28244    2   394    5
  [395,]  33.356007639 307.00218    2   395    3
  [396,]  27.590954769 306.69532    2   396    4
  [397,]  36.366529682 306.85159    0   397    0
  [398,]  32.410438044 306.85191    2   398    5
  [399,]  22.469010256 307.21190    2   399    5
  [400,]  29.251275112 307.02528    2   400    3
  [401,]  31.816398831 306.89098    2   401    5
  [402,]  30.187749445 307.10506    2   402    4
  [403,]  27.419680296 306.44837    2   403    6
  [404,]  26.337811019 306.76646    2   404    4
  [405,]  31.671883110 306.98756    2   405    6
  [406,]  27.590456911 306.88829    2   406    5
  [407,]  30.049164561 306.89162    2   407    5
  [408,]  31.751438342 307.02571    2   408    5
  [409,]  28.848771483 306.95446    2   409    5
  [410,]  31.329691775 306.71880    2   410    4
  [411,]  22.452521748 306.81566    2   411    7
  [412,]  32.631657635 306.73032    2   412    5
  [413,]  32.160499126 306.65732    2   413    5
  [414,]  27.987089958 306.93899    2   414    4
  [415,]  26.972631708 306.77082    2   415    5
  [416,]  30.116529660 307.00189    2   416    5
  [417,]  26.436108692 306.75330    2   417    5
  [418,]  28.901238768 307.07943    2   418    5
  [419,]  27.223519376 306.79135    2   419    5
  [420,]  29.132045410 306.85427    2   420    4
  [421,]  26.790676644 306.76522    2   421    4
  [422,]  31.427288329 306.65746    2   422    4
  [423,]  27.896454182 306.84851    2   423    4
  [424,]  27.032067398 306.86712    2   424    5
  [425,]  28.776394195 306.85115    2   425    5
  [426,]  29.459348712 306.83446    2   426    5
  [427,]  20.525815642 307.03093    2   427    7
  [428,]  27.985009932 307.02253    2   428    5
  [429,]  27.343095786 306.89321    2   429    5
  [430,]  30.831174034 306.95378    2   430    4
  [431,]  29.001732462 307.04650    2   431    5
  [432,]  27.950616557 307.04112    2   432    4
  [433,]  25.609595465 306.87979    2   433    6
  [434,]  27.542265921 306.68349    2   434    5
  [435,]  30.597939106 306.65360    2   435    4
  [436,]  25.386783737 306.91642    2   436    6
  [437,]  31.395376775 306.80989    2   437    5
  [438,]  24.209034967 306.82975    2   438    6
  [439,]  31.368564348 307.04121    2   439    4
  [440,]  28.940894606 306.94574    2   440    5
  [441,]  29.659398653 306.93003    2   441    5
  [442,]  32.388239320 306.86572    2   442    4
  [443,]  27.469357200 306.71554    2   443    5
  [444,]  27.102280170 307.05907    2   444    6
  [445,]  24.195642365 307.25769    2   445    6
  [446,]  26.445335344 306.57602    2   446    5
  [447,]  28.835837117 307.01650    2   447    5
  [448,]  25.745063310 307.09960    2   448    5
  [449,]  25.033351855 307.14029    2   449    5
  [450,]  34.999360994 306.73103    2   450    7
  [451,]  25.589873897 307.27757    2   451    5
  [452,]  32.237572617 306.85040    2   452    4
  [453,]  25.496094722 306.91381    2   453    6
  [454,]  26.806421967 306.63212    2   454    5
  [455,]  28.011265028 307.02437    2   455    4
  [456,]  30.336163356 307.04981    2   456    4
  [457,]  25.458314235 306.70684    2   457    6
  [458,]  29.133144998 307.17988    2   458    4
  [459,]  26.766074095 306.66279    2   459    5
  [460,]  25.542649086 306.55591    2   460    5
  [461,]  29.315071039 306.65604    2   461    6
  [462,]  30.479562976 306.54063    2   462    5
  [463,]  28.839897447 306.99459    2   463    4
  [464,]  28.405559056 306.80360    2   464    5
  [465,]  34.179175435 306.87564    2   465    8
  [466,]  28.969886922 307.08791    2   466    5
  [467,]  28.057470613 306.82418    2   467    4
  [468,]  26.882005034 306.69105    2   468    5
  [469,]  30.776732859 306.88503    2   469    5
  [470,]  32.267743417 306.67209    2   470    4
  [471,]  26.913817537 307.20861    2   471    5
  [472,]  25.091742322 306.95609    2   472    5
  [473,]  29.848169848 306.96584    2   473    5
  [474,]  30.310975010 306.85675    2   474    5
  [475,]  29.416508519 306.81583    2   475    4
  [476,]  31.213489131 306.86777    2   476    4
  [477,]  27.893511129 306.95554    2   477    4
  [478,]  30.294559247 307.03942    2   478    4
  [479,]  30.496484146 307.19839    2   479    5
  [480,]  20.274228563 307.09882    2   480    8
  [481,]  29.032574705 306.68958    2   481    4
  [482,]  28.808792788 306.67118    2   482    4
  [483,]  30.042268542 306.79152    2   483    4
  [484,]  27.328332120 306.84361    2   484    5
  [485,]  29.691615626 306.61682    2   485    5
  [486,]  33.283807406 306.86892    2   486    5
  [487,]  29.753456580 307.03926    2   487    4
  [488,]  32.332908385 307.10161    2   488    5
  [489,]  27.997386791 306.99656    2   489    4
  [490,]  24.067580378 306.99606    2   490    5
  [491,] 431.505905730  60.50949    2   491    6
  [492,] 434.768603612  59.81239    2   492    6
  [493,] 450.534906435  58.13414    0   493    0
  [494,] 441.146265227  54.27930    2   494    7
  [495,] 421.657009553  57.45997    0   495    0
  [496,] 435.559460873  54.37282    2   496    5
  [497,] 439.327976350  51.48925    2   497    7
  [498,] 435.097892937  51.04126    2   498    9
  [499,] 429.732864302  59.23581    2   499    9
  [500,] 441.129317206  58.87527    2   500    6
  [501,] 427.877907465  58.83254    2   501   17
  [502,] 433.302107679  65.13471    2   502    8
  [503,] 439.339232851  54.97619    2   503    7
