"V1" "V2" "V3" "V4" "V5"
"1" 128.59007615927 63.2167268825973 0 1 0
"2" 124.924518195699 61.1071664217119 0 2 0
"3" 128.607295309844 65.3797696857152 0 3 0
"4" 125.986812321559 64.3659590454992 0 4 0
"5" 126.820816812852 60.3599149945218 0 5 0
"6" 128.756529661424 71.2597576153389 0 6 0
"7" 124.510133569768 59.8111439294314 0 7 0
"8" 123.040294865537 63.8763329734284 0 8 0
"9" 129.408059370266 61.5932608044009 0 9 0
"10" 128.941928235107 64.9809666413902 0 10 0
"11" 130.972589620409 63.2949130656538 0 11 0
"12" 126.78226772386 65.6103171689302 0 12 0
"13" 126.956290301144 66.0720148581678 0 13 0
"14" 127.218146838293 70.1837143233768 0 14 0
"15" 123.158394989786 67.9703926148017 0 15 0
"16" 126.026289590294 69.4921041288093 0 16 0
"17" 127.488534324355 58.8583803534619 0 17 0
"18" 128.543925432919 70.6095547577388 0 18 0
"19" 125.430837326544 66.4627353583153 0 19 0
"20" 131.533891012345 65.4480943927994 0 20 0
"21" 127.276771919202 65.8915045871438 0 21 0
"22" 129.17471926378 69.5776626496071 0 22 0
"23" 127.272109526999 61.4148701088644 0 23 0
"24" 129.426509250771 70.0393223834087 0 24 0
"25" 123.440854930141 66.5517938487632 0 25 0
"26" 129.671224260061 70.3678127346256 0 26 0
"27" 126.708490571226 67.2028027689748 0 27 0
"28" 125.526151285496 65.1649817944156 0 28 0
"29" 130.857883090442 70.8754895341705 0 29 0
"30" 129.562227345293 64.3839229448251 0 30 0
"31" 125.490999696289 61.8081065061459 0 31 0
"32" 125.57104826503 69.9923911642105 0 32 0
"33" 129.090488916993 64.2838488366888 0 33 0
"34" 128.111374199149 66.2186933643819 0 34 0
"35" 125.690583954755 67.0170069987987 0 35 0
"36" 124.178631662568 65.8913582549186 0 36 0
"37" 128.282108586974 64.7550226653783 0 37 0
"38" 131.19393231714 61.2372579611243 0 38 0
"39" 127.745224181125 66.1724935641376 0 39 0
"40" 125.181453790277 68.2074125831619 0 40 0
"41" 127.86115695311 65.2855815029803 0 41 0
"42" 135.175654977907 72.2580598560651 0 42 0
"43" 127.491988155687 65.0512347945914 0 43 0
"44" 128.888104077239 66.0074387098749 0 44 0
"45" 124.697794127832 70.0855698310345 0 45 0
"46" 128.702211508661 68.6645948355604 0 46 0
"47" 127.564103253469 69.080032337002 0 47 0
"48" 128.997683946115 62.638581380687 0 48 0
"49" 123.897458283179 61.2602412551164 0 49 0
"50" 125.457444087725 57.8924198066002 0 50 0
"51" 126.72478415167 72.6208590611105 0 51 0
"52" 125.78596939841 72.2150571928 0 52 0
"53" 124.407396957471 65.2325730880811 0 53 0
"54" 128.311827109256 72.30821577076 0 54 0
"55" 123.789350110728 65.5090269091631 0 55 0
"56" 127.209829255812 62.1074133390597 0 56 0
"57" 128.282385284341 64.0160556454905 0 57 0
"58" 130.493188442188 63.9689842483368 0 58 0
"59" 126.160640726797 61.8411040917136 0 59 0
"60" 127.763101432201 69.3390807981279 0 60 0
"61" 130.036521754301 63.0260966002892 0 61 0
"62" 126.902509984116 62.8191951746823 0 62 0
"63" 121.558912725319 67.9722723133463 0 63 0
"64" 127.137853795507 65.3219882658136 0 64 0
"65" 128.623647210817 64.2080404154029 0 65 0
"66" 127.209513803029 70.497460684613 0 66 0
"67" 126.470207102355 64.8045765381813 0 67 0
"68" 130.830318379526 65.104803271395 0 68 0
"69" 125.979258033503 68.0776937474908 0 69 0
"70" 126.955138343354 62.3554302594276 0 70 0
"71" 127.968330148047 68.0227528807253 0 71 0
"72" 123.033763485434 73.5987523299365 0 72 0
"73" 126.059025210804 73.3903941359517 0 73 0
"74" 124.248201271965 64.8620342777217 0 74 0
"75" 129.646286379498 62.7708441300922 0 75 0
"76" 126.982460865291 75.359886747683 0 76 0
"77" 123.836572018497 63.9028623470155 0 77 0
"78" 128.329170011943 71.6001986543612 0 78 0
"79" 126.104541699968 63.5620229924169 0 79 0
"80" 124.157197839113 69.0660058036316 0 80 0
"81" 127.967790772701 62.4623123472505 0 81 0
"82" 124.178630584924 63.6603270906791 0 82 0
"83" 130.349265769111 67.8720422777943 0 83 0
"84" 130.372396721167 59.1016606611166 0 84 0
"85" 131.13974385745 64.8931223284878 0 85 0
"86" 128.701025601309 71.632034356332 0 86 0
"87" 127.545718497832 64.1704585509442 0 87 0
"88" 126.824146050542 76.3505091104892 0 88 0
"89" 130.023662989984 67.0837736069096 0 89 0
"90" 125.428653451909 57.4951532088079 0 90 0
"91" 124.529072846315 68.6718532563945 0 91 0
"92" 126.149266593239 64.7066757956175 0 92 0
"93" 125.58119930387 62.5962991724788 0 93 0
"94" 125.553396457716 71.9679887072745 0 94 0
"95" 129.67941002145 66.3779022329465 0 95 0
"96" 126.686519342457 70.1659675220062 0 96 0
"97" 123.006191530192 64.3177732251431 0 97 0
"98" 128.497398125534 62.6085900558572 0 98 0
"99" 124.370720567113 66.5412254817581 0 99 0
"100" 130.960365072108 61.0320105068394 0 100 0
"101" 123.157422651636 67.8852802820512 0 101 0
"102" 129.213498352386 69.5514542459925 0 102 0
"103" 129.68401029355 67.9720341170617 0 103 0
"104" 126.290266963142 65.1874568355167 0 104 0
"105" 126.733289523276 71.2374718429915 0 105 0
"106" 122.240283862809 69.0503208088626 0 106 0
"107" 124.068867079706 64.1613807732056 0 107 0
"108" 127.414700372528 60.2114799884492 0 108 0
"109" 128.988166093661 69.5069863659191 0 109 0
"110" 126.999842177283 64.8944081546695 0 110 0
"111" 129.753725369778 66.7114526423963 0 111 0
"112" 128.138944106011 62.1314996862999 0 112 0
"113" 127.54979633504 69.4456744992342 0 113 0
"114" 127.011276410794 72.5042417584119 0 114 0
"115" 125.34795600569 72.120631764931 0 115 0
"116" 124.480142921626 65.9987893957938 0 116 0
"117" 128.022615457231 73.0401454065317 0 117 0
"118" 127.28887350972 71.1171260790615 0 118 0
"119" 127.997326412133 65.9050344017303 0 119 0
"120" 129.136924691133 66.5860299520298 0 120 0
"121" 127.681127742369 65.2912678163856 0 121 0
"122" 127.093971743992 69.5073700087587 0 122 0
"123" 127.430911987378 67.7982462537424 0 123 0
"124" 124.594201262573 61.0463538722994 0 124 0
"125" 124.149682507034 61.9001619775658 0 125 0
"126" 126.520435753302 59.9491939239658 0 126 0
"127" 131.331084631275 70.849033343946 0 127 0
"128" 128.135668110475 66.3035794564683 0 128 0
"129" 126.897188386183 66.5287331062634 0 129 0
"130" 124.641927569425 68.8827605479321 0 130 0
"131" 128.723710476436 67.6874616498982 0 131 0
"132" 130.438642645665 64.5055682596987 0 132 0
"133" 128.842011428066 72.7273428004762 0 133 0
"134" 128.067578578267 61.5513720745401 0 134 0
"135" 126.980416493534 73.9715784853521 0 135 0
"136" 127.12256476313 68.4351545516278 0 136 0
"137" 126.461920539729 69.0975644223961 0 137 0
"138" 127.512548720894 60.5418486422761 0 138 0
"139" 127.374469990123 69.2979819690533 0 139 0
"140" 125.855090124218 66.9265371192768 0 140 0
"141" 125.867753784323 67.3950457929125 0 141 0
"142" 127.256597378006 71.9538105255268 0 142 0
"143" 128.885111973958 62.9958631518823 0 143 0
"144" 125.866087203027 71.4778268887456 0 144 0
"145" 128.410476583318 56.8748136664931 0 145 0
"146" 129.742360632041 67.4008917830438 0 146 0
"147" 128.505619943263 66.1506873572621 0 147 0
"148" 126.326108045196 66.7242182492871 0 148 0
"149" 129.084164563786 66.240969782237 0 149 0
"150" 124.455069826847 68.2193009942634 0 150 0
"151" 127.76442973409 65.493038530272 0 151 0
"152" 129.772958284495 59.8987993669515 0 152 0
"153" 127.703114989914 69.8590052463321 0 153 0
"154" 127.301296051488 65.5618782295076 0 154 0
"155" 126.660319921948 63.6858200198893 0 155 0
"156" 133.034937521277 61.618103040476 0 156 0
"157" 127.392795237198 72.4709802675859 0 157 0
"158" 129.344290248121 71.0997445950173 0 158 0
"159" 130.933270929476 61.862598574619 0 159 0
"160" 127.784391794528 63.3587418903639 0 160 0
"161" 131.345021093598 62.984369033048 0 161 0
"162" 128.659288089362 64.2693215119205 0 162 0
"163" 125.778083463627 68.7725574244427 0 163 0
"164" 130.126049182899 66.4987654199087 0 164 0
"165" 128.69461992875 72.2264900967813 0 165 0
"166" 125.456002675807 65.7773060853253 0 166 0
