72.0 37.7 13.0
72.0 36.66 15.0
72.0 37.87 15.0
72.0 39.02 17.0
72.0 40.05 13.0
74.0 39.99 16.0
74.0 41.24 16.0
74.0 39.62 12.0
74.0 40.45 13.0
76.0 41.23 12.0
76.0 39.27 12.0
76.0 40.99 15.0
76.0 43.69 13.0
76.0 45.06 19.0
83.0 48.76 20.0
83.0 46.57 19.0
83.0 50.04 22.0
83.0 53.33 26.0
83.0 52.79 27.0
83.0 54.77 22.0
83.0 57.17 28.0
83.0 59.01 37.0
89.0 57.11 28.0
89.0 59.23 31.0
89.0 59.28 33.0
89.0 59.63 36.0
89.0 59.09 34.0
89.0 57.46 37.0
93.0 64.42 38.0
93.0 63.58 29.0
93.0 61.96 36.0
93.0 63.66 38.0
94.0 63.85 41.0
94.0 64.6 33.0
94.0 63.58 25.0
94.0 65.33 40.0
94.0 65.64 41.0
100.0 67.36 37.0
100.0 64.25 25.0
100.0 66.82 30.0
106.0 71.15 43.0
106.0 78.75 48.0
119.0 78.82 53.0
119.0 78.3 52.0
122.0 79.5 53.0
122.0 77.98 51.0
122.0 79.87 49.0
122.0 81.05 54.0
122.0 84.05 49.0
122.0 83.17 54.0
122.0 86.34 61.0
122.0 89.78 55.0
122.0 89.39 54.0
122.0 90.47 63.0
122.0 88.8 64.0
122.0 90.21 66.0
122.0 90.03 66.0
122.0 88.59 64.0
122.0 88.36 63.0
122.0 90.51 61.0
126.0 91.8 67.0
126.0 88.63 57.0
126.0 89.02 55.0
126.0 88.91 60.0
126.0 88.42 58.0
126.0 91.91 56.0
126.0 92.11 64.0
126.0 91.5 54.0
126.0 90.37 66.0
126.0 88.81 55.0
126.0 88.32 48.0
128.0 89.16 58.0
128.0 88.03 56.0
128.0 88.75 60.0
128.0 92.89 69.0
128.0 89.76 57.0
128.0 90.1 57.0
128.0 89.23 61.0
128.0 90.49 58.0
128.0 90.19 60.0
128.0 89.81 61.0
128.0 89.14 59.0
128.0 88.49 60.0
128.0 92.54 66.0
128.0 92.71 57.0
128.0 94.86 73.0
128.0 94.34 67.0
128.0 93.27 61.0
128.0 93.13 57.0
128.0 93.09 59.0
128.0 96.99 64.0
128.0 95.67 68.0
128.0 92.92 67.0
128.0 93.48 66.0
128.0 94.48 66.0
128.0 92.96 64.0
128.0 91.86 60.0
128.0 94.6 61.0
128.0 93.85 66.0
128.0 91.95 65.0
128.0 92.71 67.0
130.0 92.64 56.0
130.0 92.8 59.0
130.0 90.01 56.0
130.0 89.34 57.0
130.0 88.56 66.0
130.0 87.44 55.0
130.0 89.17 57.0
133.0 87.82 53.0
133.0 90.17 60.0
133.0 89.02 48.0
133.0 86.21 54.0
134.0 84.76 44.0
134.0 88.35 45.0
134.0 90.57 57.0
134.0 88.05 53.0
134.0 92.24 54.0
134.0 99.12 68.0
134.0 99.03 60.0
134.0 101.33 60.0
135.0 103.93 74.0
135.0 103.98 73.0
135.0 103.15 75.0
137.0 105.03 60.0
137.0 106.15 73.0
139.0 107.36 77.0
139.0 109.96 80.0
139.0 107.23 76.0
139.0 106.33 72.0
139.0 107.11 68.0
139.0 107.43 76.0
139.0 105.92 81.0
140.0 108.04 79.0
140.0 110.85 82.0
140.0 111.03 82.0
141.0 114.57 89.0
141.0 114.15 76.0
147.0 115.71 92.0
147.0 119.19 88.0
147.0 115.66 91.0
148.0 117.72 88.0
148.0 115.11 83.0
148.0 114.41 85.0
148.0 116.76 83.0
148.0 118.52 83.0
148.0 117.93 81.0
150.0 118.62 87.0
150.0 119.97 81.0
153.0 117.48 87.0
160.0 119.4 78.0
160.0 120.47 78.0
160.0 118.16 84.0
160.0 121.65 87.0
161.0 122.17 79.0
162.0 123.61 82.0
162.0 120.05 90.0
170.0 122.08 85.0
170.0 125.7 93.0
170.0 125.13 95.0
170.0 125.69 93.0
170.0 128.49 96.0
170.0 131.09 89.0
177.0 130.76 100.0
177.0 129.48 97.0
177.0 131.79 85.0
177.0 134.39 96.0
177.0 132.86 91.0
177.0 134.86 85.0
177.0 133.95 103.0
177.0 133.6 97.0
177.0 134.57 98.0
177.0 138.14 101.0
177.0 137.94 105.0
177.0 140.24 107.0
177.0 137.43 113.0
177.0 140.6 102.0
177.0 140.12 103.0
177.0 143.64 112.0
177.0 140.85 112.0
