1	Tiempo: 0.000001
33	Tiempo: 0.000370
65	Tiempo: 0.002467
97	Tiempo: 0.008228
129	Tiempo: 0.015681
161	Tiempo: 0.026862
193	Tiempo: 0.046141
225	Tiempo: 0.072184
257	Tiempo: 0.109450
289	Tiempo: 0.167399
321	Tiempo: 0.236976
353	Tiempo: 0.319231
385	Tiempo: 0.443288
417	Tiempo: 0.569580
449	Tiempo: 0.746959
481	Tiempo: 0.935901
513	Tiempo: 1.068616
545	Tiempo: 1.355900
577	Tiempo: 1.760981
609	Tiempo: 2.342034
641	Tiempo: 2.911824
673	Tiempo: 3.520430
705	Tiempo: 4.151065
737	Tiempo: 5.399360
769	Tiempo: 6.091410
801	Tiempo: 7.490241
833	Tiempo: 8.257934
865	Tiempo: 9.366851
897	Tiempo: 10.115438
929	Tiempo: 11.796649
961	Tiempo: 12.865245
993	Tiempo: 15.166976
1025	Tiempo: 16.093805
