11850	2
2520	11
32690	3
29300	3
5670	3
2930	20
1970	30
4270	5
37890	2
4780	8
34000	3
7050	2
15110	1
4500	7
9220	3
2040	33
5760	8
5540	6
9280	3
48000	3
1620	29
84390	1
33840	1
27930	2
1770	53
2860	11
2660	22
7400	5
140	6458
4900	9
5300	2
3340	14
1030	133
21030	2
5280	3
10930	2
5880	5
11620	1
24450	2
10640	4
6700	3
7840	6
30750	1
1190	100
2690	15
1320	76
250	2241
8590	3
2110	21
3490	13
5110	5
1050	95
6060	11
94860	2
2540	8
9800	1
1390	58
7430	10
15600	2
5890	4
10710	4
17380	3
11240	2
10700	3
3960	3
6270	3
6100	2
5140	2
9720	2
44740	3
12440	3
5710	8
4220	5
46900	3
23300	2
6990	6
10550	2
2840	15
1890	60
2070	6
6610	1
1910	41
6410	1
33610	1
6230	1
12850	4
7610	3
6860	2
1590	64
3130	23
430	690
22010	1
8900	3
9960	4
4890	1
7270	3
1110	106
5920	5
5230	4
3560	16
1470	70
9050	2
9870	3
2220	17
4170	13
1880	50
2200	19
610	351
7560	3
42760	1
4800	8
36980	3
19060	2
6840	4
540	403
3400	18
5160	4
1420	56
6050	6
7030	1
3150	35
6330	4
2470	18
5030	3
9460	2
6760	6
4980	2
20720	3
2820	5
7330	10
6020	1
1670	33
2900	21
5060	2
72840	1
13920	2
20760	3
4180	11
4120	4
28320	2
460	604
5120	5
2400	22
12860	3
18390	1
1930	38
1760	33
870	126
620	387
39810	1
17230	3
47400	3
26410	2
47880	2
4960	2
2270	34
15960	1
4140	8
15530	2
2430	27
11410	6
12500	2
1950	30
15900	3
3360	8
12800	2
11770	4
5330	1
810	178
8290	1
13140	3
19120	2
23320	1
5580	4
5720	3
7450	1
3640	12
2150	35
3100	11
8950	1
15580	2
2240	17
6420	1
10470	3
550	372
2320	22
5250	2
109000	2
11110	1
4150	5
14390	1
1380	40
3140	10
4580	6
6880	2
48800	1
33980	3
4720	4
4310	3
33200	1
1560	65
7760	5
2280	14
13520	5
5960	3
2000	34
59200	3
16220	2
10760	2
31110	3
12740	3
220	2737
3450	9
10250	4
6810	8
1780	42
1860	54
8160	3
6110	10
2160	28
3870	11
66200	2
59870	1
3830	9
340	1133
76420	2
2370	15
5020	4
4680	12
830	196
5340	5
18870	3
7520	2
24250	3
25810	4
9590	1
18010	2
11180	2
23150	2
21320	2
14850	1
17160	2
7690	4
44330	1
5320	4
19650	2
8990	3
5560	3
9150	1
5750	1
15420	2
3930	11
12950	2
13000	4
9630	2
3690	4
2310	26
970	171
150	5902
67950	4
1830	25
4840	6
4420	4
16620	2
33830	1
4910	5
3730	3
4870	9
63080	2
65720	1
5490	2
240	2031
7300	3
11590	2
10020	3
8880	4
5100	9
380	746
6940	3
3260	7
5900	2
35330	3
1170	99
10860	1
2460	14
1550	52
8940	1
6090	1
2510	13
4100	4
800	229
11100	5
5860	2
980	133
10070	1
10590	1
5790	3
3750	11
4110	7
6950	4
8210	3
6210	2
14560	2
2530	22
4710	8
12400	5
7630	9
4450	9
3550	4
13410	1
9060	1
6530	5
15630	3
33590	3
14470	4
3060	16
28490	3
1510	57
20000	4
12700	1
18230	1
12240	1
1270	54
8770	2
168020	1
26160	4
7810	1
9790	1
730	197
2750	9
4490	4
51450	1
20330	4
1360	49
280	1568
7510	1
2710	25
11870	3
9880	1
122080	1
4010	11
5740	5
46410	1
13390	1
13510	1
2480	21
5510	3
260	1843
10420	1
5820	7
30620	3
4050	6
310	1258
37940	3
3080	28
960	117
2120	34
3820	3
102750	4
5220	4
5380	1
12330	3
500	505
48140	1
8500	1
4290	2
330	1053
16120	3
3170	11
30580	1
60	34647
15640	2
4480	2
6470	4
18080	3
14860	5
31710	1
9310	2
10	1265156
8180	4
10870	2
6890	3
9840	4
3570	15
23000	1
890	154
4540	8
6520	3
1130	94
1280	67
1180	95
6190	4
19010	2
6710	4
9920	3
22140	3
7920	6
66350	1
10790	4
6560	5
32110	2
2600	5
100550	2
7650	5
1740	61
16290	1
4460	2
7130	4
2920	4
19870	3
1160	101
15770	1
10040	3
5130	3
30490	1
15230	3
820	195
6380	3
2490	12
3270	21
2830	15
4440	12
26460	2
10060	9
570	361
8400	2
4190	6
5700	11
4430	4
3850	6
3760	7
8330	1
180	4031
12360	1
45890	4
12460	3
4670	4
1410	42
13560	1
3110	8
7250	2
11550	2
3240	5
2890	15
1090	81
2550	18
13350	2
2170	22
83040	1
860	152
6360	9
2620	25
2420	26
86200	1
1070	126
3320	7
36160	1
53040	1
3160	9
4810	7
750	221
9470	2
22160	3
15250	1
10890	3
16110	2
2450	33
7120	5
79720	2
10260	2
8060	5
4590	4
7440	3
7770	8
4210	3
9450	2
5990	2
1540	62
3090	8
4880	3
2050	29
18000	2
7710	3
4230	8
13720	1
4610	12
16920	3
1220	78
1900	22
530	379
8610	2
47070	1
2770	26
2650	21
16090	1
9610	3
5950	5
2640	15
5610	4
11560	2
3920	6
70	25631
8530	2
13680	2
32740	3
6730	5
48030	3
5460	1
22420	1
14310	1
19890	2
3040	10
11150	2
3050	12
7320	2
3580	5
210	2626
17140	1
12650	3
1730	41
8010	2
12930	4
2210	35
31790	2
5410	4
12490	1
15290	6
3770	7
3540	9
25320	1
54150	1
5010	2
7830	2
1370	50
7620	1
6800	1
2720	13
78340	2
3420	14
8030	1
9710	1
4750	9
8150	4
18790	1
3860	6
14910	2
31550	2
11880	1
61470	3
22500	1
42470	1
3380	11
4090	15
2500	8
11400	1
3010	21
5530	3
230	2686
4520	14
73080	3
920	200
5930	3
11440	4
270	1679
14550	4
19410	3
2790	26
2810	6
3300	14
16610	6
28760	3
5870	3
5190	6
6740	3
690	227
4130	4
11190	1
3250	13
12720	1
11950	3
6580	3
3880	9
2680	17
9010	1
2560	19
28290	1
110	10340
34350	3
1240	71
9020	3
8280	1
8550	7
6660	2
10190	1
7530	4
22190	2
6630	6
6150	5
2140	19
36520	2
143050	4
1020	85
14970	2
12550	1
5000	3
3650	2
33540	4
17000	2
120520	1
2570	9
4970	6
3740	9
10720	2
16330	2
13130	2
19270	2
5980	1
2950	17
3630	5
9820	2
19780	1
18930	3
8830	2
12770	1
13990	1
7150	2
5040	1
4550	4
4850	6
87130	3
16980	1
22840	2
1290	89
9040	3
1100	82
26960	2
7570	6
11090	3
2870	18
105420	1
7540	2
16480	3
2910	19
18500	3
22220	3
8300	1
11200	2
3890	6
2610	18
3460	7
2020	43
31660	3
4250	5
6280	3
80	19088
51520	2
13760	5
2990	15
43970	1
1610	56
11730	4
48240	2
6670	2
6240	1
6620	4
640	288
2100	24
11070	3
23720	2
3280	21
27810	2
3350	1
4760	7
8730	3
25110	1
2180	27
410	684
22250	1
4600	4
130840	1
27330	2
3190	12
4030	9
4160	9
3980	4
4830	5
4200	6
11800	3
6900	8
3500	28
48710	5
2290	17
2030	36
11460	1
13110	1
6780	3
6290	8
4990	3
2630	15
15800	9
11990	4
1920	34
69140	3
4920	1
90	16147
7960	2
86840	3
170	4722
25570	2
16370	2
12730	2
2730	22
22980	1
109830	1
24780	1
5270	9
174430	1
134950	1
4630	5
11140	3
3660	7
6400	5
680	305
22830	1
4410	9
7890	5
3970	5
4350	2
21800	2
13580	6
4530	4
6310	5
4380	3
1350	87
30170	1
4390	6
2440	7
4240	1
590	386
4510	5
1300	80
14700	1
1960	49
26170	4
10960	2
4300	4
9830	7
1660	43
1150	96
7880	1
9270	4
5520	2
1650	49
5290	5
12680	2
18960	2
3370	6
160	4824
3530	7
3290	4
27200	2
20110	3
9320	3
9070	4
1430	27
3710	10
3680	9
75920	3
14680	2
3330	14
1480	49
16940	3
6770	5
510	557
770	177
13550	6
5150	10
12820	1
72910	1
7580	1
10840	3
131610	3
58990	3
28900	2
4330	5
23460	1
6040	4
6170	1
10620	15
7900	5
12270	1
16050	2
1630	41
10510	1
9810	3
17820	3
3210	21
8000	5
7380	2
2340	14
31150	2
2060	17
73650	2
9600	1
64790	1
300	1414
3120	6
1440	67
3810	2
1800	39
3440	6
7230	3
3910	20
7460	4
440	642
320	1210
2300	13
710	268
480	477
2800	13
17770	3
7800	1
14900	3
13770	2
1040	99
19260	3
5590	6
5210	7
39120	1
1530	51
21930	2
1820	21
760	172
8930	2
3030	8
10460	2
21940	2
2670	25
10430	3
10120	3
7060	3
4820	2
3900	4
5600	3
17730	2
3990	10
4560	9
7350	3
2760	20
25630	1
2980	27
14200	3
4360	7
3510	2
11790	1
3200	13
4260	6
1230	62
5800	1
5690	2
40250	2
8310	5
6790	3
16670	1
7720	3
17740	2
13730	4
8650	2
650	267
720	188
22200	1
5390	8
6340	2
86020	2
2330	26
4940	2
7500	3
7870	6
7340	13
740	251
8220	2
15740	2
51260	1
10080	3
3790	10
6830	3
7260	6
3020	23
8240	3
5910	2
18070	2
5400	2
59290	1
42980	2
3720	13
13910	3
990	144
1580	38
4790	2
8910	2
5480	8
38300	2
1600	58
5260	2
520	466
13780	2
24600	1
4000	6
28230	1
62490	1
9730	3
11650	5
9700	2
18570	2
8360	2
17850	1
7100	7
14670	1
1700	54
14350	3
14780	3
126060	2
1250	87
370	919
12540	3
2700	10
10450	1
6120	2
3070	13
9410	3
790	163
27350	2
13710	1
2740	7
16280	2
48870	1
11750	3
10570	5
25420	2
7360	3
11720	2
1260	98
28430	1
10150	3
63200	1
13950	3
15130	2
36100	1
20570	3
15700	2
20450	1
10900	2
10170	3
8510	6
4660	16
4320	4
33060	1
2260	33
880	161
8670	4
1460	71
43620	2
8440	2
